1, 1, 1, 		1.0391,		24.33, 4.270,		 0.3500, -0.2124, -0.9123,  0.7738, -0.6070, -0.1812, -0.6161, -0.5529, -0.5610, 		0.5112, 0.4888, 0.0000, 
1, 1, 1, 		1.0391,		26.01, 4.301,		-0.3531,  0.2141,  0.9108, -0.7737,  0.6082,  0.1775, -0.8548, -0.3365, -0.3950, 		0.5130, 0.4870, 0.0000, 
1, 1, 1, 		0.5332,		20.05, 15.19,		 0.7348, -0.6482, -0.1998, -0.2459,  0.3042,  0.9203, -0.7809, -0.3290,  0.5310, 		0.3982, 0.3813, 0.2205, 
1, 1, 1, 		1.0391,		27.47, 4.302,		-0.3533,  0.2142,  0.9107,  0.7737, -0.6083, -0.1773, -0.7493, -0.6283,  0.2093, 		0.5131, 0.4869, 0.0000, 
1, 1, 1, 		0.5332,		20.05, 15.16,		 0.7355, -0.6471, -0.2009, -0.2456,  0.3039,  0.9205, -0.7792, -0.3322,  0.5315, 		0.3989, 0.3810, 0.2201, 
1, 1, 1, 		1.0391,		24.53, 4.268,		 0.3499, -0.2123, -0.9124, -0.7738,  0.6069,  0.1814, -0.3075,  0.6191, -0.7226, 		0.5111, 0.4889, 0.0000, 
1, 2, 1, 		0.4702,		21.38, 21.36,		-0.7420,  0.5574,  0.3726,  0.1851,  0.1092, -0.9766, -0.9864,  0.0026, -0.1646, 		0.3473, 0.3446, 0.3081, 
1, 2, 1, 		0.8720,		30.10, 6.897,		 0.9307, -0.3514, -0.1012, -0.2222,  0.0050,  0.9750, -0.4271, -0.8576, -0.2866, 		0.5483, 0.4517, 0.0000, 
1, 2, 1, 		0.8720,		28.35, 6.900,		 0.9307, -0.3514, -0.1013,  0.2221, -0.0050, -0.9750, -0.3632, -0.8599, -0.3587, 		0.5484, 0.4516, 0.0000, 
1, 2, 1, 		0.8720,		28.41, 6.895,		 0.9307, -0.3514, -0.1012, -0.2222,  0.0050,  0.9750, -0.4506, -0.8027, -0.3907, 		0.5483, 0.4517, 0.0000, 
1, 2, 1, 		0.8720,		29.68, 6.752,		 0.9310, -0.3513, -0.0991, -0.2250,  0.0067,  0.9743,  0.5086,  0.7918,  0.3382, 		0.5477, 0.4523, 0.0000, 
1, 2, 1, 		0.8720,		33.72, 6.894,		-0.9307,  0.3514,  0.1013,  0.2225, -0.0052, -0.9749,  0.3419,  0.9384,  0.0506, 		0.5483, 0.4517, 0.0000, 
1, 3, 1, 		0.6264,		22.08, 20.19,		 0.2133,  0.8857, -0.4125,  0.2838,  0.2179, -0.9338,  0.5630, -0.3897,  0.7288, 		0.3758, 0.3655, 0.2587, 
1, 3, 1, 		0.6264,		22.09, 20.20,		 0.2132,  0.8855, -0.4127, -0.2841, -0.2171,  0.9339,  0.5628, -0.3901,  0.7287, 		0.3761, 0.3651, 0.2588, 
1, 3, 1, 		0.6264,		22.13, 20.09,		 0.2198,  0.8807, -0.4195, -0.2730, -0.2083,  0.9392,  0.5711, -0.3993,  0.7172, 		0.3789, 0.3648, 0.2563, 
