1, 1, 1, 		10, 		0.1271,		1.049,		1-1
1, 1, 2, 		10, 		0.08877,	1.796,		1-1
1, 1, 3, 		10, 		0.1061,		3.021,		1-1
1, 1, 4, 		10, 		0.1285,		2.340,		1-1
1, 1, 5, 		10, 		0.1389,		1.980,		1-1
1, 2, 1, 		10, 		0.1153,		1.976,		1-1
1, 2, 2, 		10, 		0.06471,	3.345,		1-1
1, 2, 3, 		10, 		0.09550,	0.1716,		1-1
1, 2, 4, 		10, 		0.1068,		8.079,		2-1
1, 2, 5, 		10, 		0.08236,	2.180,		1-1
1, 3, 1, 		10, 		0.1119,		5.135,		2-1
1, 3, 2, 		10, 		0.1198,		0.9075,		1-1
1, 3, 3, 		10, 		0.09081,	4.117,		1-1
1, 3, 4, 		10, 		0.09900,	3.168,		1-1
1, 3, 5, 		10, 		0.1433,		4.216,		1-1
1, 4, 1, 		10, 		0.1031,		4.429,		1-1
1, 4, 2, 		10, 		0.09046,	2.649,		1-1
1, 4, 3, 		10, 		0.1169,		2.425,		1-1
1, 4, 4, 		10, 		0.08542,	5.152,		1-1
1, 4, 5, 		10, 		0.08880,	2.026,		1-1
1, 5, 1, 		10, 		0.1411,		9.509,		2-1
1, 5, 2, 		10, 		0.1411,		2.364,		2-2
1, 5, 3, 		10, 		0.1220,		5.198,		2-2
1, 5, 4, 		10, 		0.1057,		3.910,		2-2
1, 5, 5, 		10, 		0.1382,		12.48,		2-2
1, 6, 1, 		10, 		0.1844,		8.096,		2-1
1, 6, 2, 		10, 		0.1423,		10.06,		3-2
1, 6, 3, 		10, 		0.1844,		10.37,		2-2
1, 6, 4, 		10, 		0.1816,		3.874,		2-2
1, 6, 5, 		10, 		0.1928,		6.270,		2-2
1, 7, 1, 		10, 		0.1988,		15.27,		2-1
1, 7, 2, 		10, 		0.1634,		4.428,		1-1
1, 7, 3, 		10, 		0.1982,		10.13,		2-1
1, 7, 4, 		10, 		0.1246,		16.59,		2-1
1, 7, 5, 		10, 		0.1624,		10.59,		3-1
1, 8, 1, 		10, 		0.1377,		13.00,		2-1
1, 8, 2, 		10, 		0.1677,		15.12,		2-1
1, 8, 3, 		10, 		0.2177,		5.354,		1-1
1, 8, 4, 		10, 		0.1360,		11.93,		3-1
1, 8, 5, 		10, 		0.1041,		18.11,		3-1
1, 9, 1, 		10, 		0.1841,		17.81,		2-1
1, 9, 2, 		10, 		0.1630,		16.28,		3-1
1, 9, 3, 		10, 		0.1468,		14.76,		3-1
1, 9, 4, 		10, 		0.2041,		12.54,		2-1
1, 9, 5, 		10, 		0.2465,		3.445,		1-1
1, 10, 1, 		10, 		0.2032,		5.654,		1-1
1, 10, 2, 		10, 		0.2294,		10.05,		2-1
1, 10, 3, 		10, 		0.1975,		2.466,		1-1
1, 10, 4, 		10, 		0.2223,		14.28,		2-1
1, 10, 5, 		10, 		0.1957,		13.29,		2-1
1, 11, 1, 		10, 		0.2118,		7.080,		2-2
1, 11, 2, 		10, 		0.1877,		6.297,		3-2
1, 11, 3, 		10, 		0.1797,		3.830,		2-2
1, 11, 4, 		10, 		0.1705,		4.302,		2-2
1, 11, 5, 		10, 		0.1770,		17.64,		2-1
1, 12, 1, 		10, 		0.1407,		5.306,		2-2
1, 12, 2, 		10, 		0.1919,		1.999,		2-2
1, 12, 3, 		10, 		0.2099,		10.90,		3-2
1, 12, 4, 		10, 		0.2160,		3.690,		2-2
1, 12, 5, 		10, 		0.1585,		14.96,		2-1
1, 13, 1, 		10, 		0.1363,		2.574,		1-1
1, 13, 2, 		10, 		0.1572,		5.895,		1-1
1, 13, 3, 		10, 		0.1082,		3.385,		1-1
1, 13, 4, 		10, 		0.1120,		11.44,		2-1
1, 13, 5, 		10, 		0.1404,		4.544,		1-1
1, 14, 1, 		10, 		0.1322,		5.246,		1-1
1, 14, 2, 		10, 		0.1409,		11.24,		2-1
1, 14, 3, 		10, 		0.1178,		5.010,		1-1
1, 14, 4, 		10, 		0.1765,		0.8633,		1-1
1, 14, 5, 		10, 		0.1193,		8.244,		1-1
1, 15, 1, 		10, 		0.1233,		3.993,		1-1
