1, 1, 1, 		0.2168,		13.25, 2.537		-0.7784,  0.5785,  0.2438, -0.3174,  0.2461,  0.9158,  0.2765, -0.7759, -0.5670, 		0.5284, 0.4716, 0.0000, 
1, 1, 1, 		0.2168,		15.06, 2.412		 0.7797, -0.5786, -0.2393,  0.3217, -0.2517, -0.9128,  0.7869, -0.4515,  0.4206, 		0.5258, 0.4742, 0.0000, 
1, 1, 1, 		0.1279,		13.15, 11.07		 0.7909, -0.5699, -0.2227,  0.4325, -0.0484, -0.9003, -0.1412,  0.5915,  0.7939, 		0.4510, 0.3046, 0.2445, 
1, 1, 1, 		0.2168,		15.34, 2.395		-0.7798,  0.5788,  0.2387, -0.3226,  0.2519,  0.9124, -0.3604, -0.4170,  0.8344, 		0.5258, 0.4742, 0.0000, 
1, 1, 1, 		0.2169,		17.32, 2.344		 0.7797, -0.5793, -0.2376, -0.3255,  0.2512,  0.9116,  0.6674,  0.4075, -0.6233, 		0.5258, 0.4742, 0.0000, 
1, 1, 1, 		0.2168,		19.83, 2.535		-0.7780,  0.5786,  0.2449, -0.3177,  0.2449,  0.9160,  0.9691,  0.2439,  0.0368, 		0.5282, 0.4718, 0.0000, 
1, 2, 1, 		0.1257,		10.76, 2.494		-0.3374,  0.1069,  0.9353,  0.9527, -0.3024, -0.0293, -0.4788, -0.3073,  0.8224, 		0.5289, 0.4711, 0.0000, 
1, 2, 1, 		0.1256,		16.03, 2.361		-0.3279,  0.1071,  0.9386, -0.9530,  0.3007,  0.0370,  0.5086, -0.6833, -0.5239, 		0.5277, 0.4723, 0.0000, 
1, 2, 1, 		0.1256,		15.11, 2.5		    -0.3328,  0.1072,  0.9369,  0.9531, -0.3005, -0.0362,  0.5526, -0.6228, -0.5539, 		0.5279, 0.4721, 0.0000, 
1, 2, 1, 		0.1256,		13.77, 2.439		-0.3318,  0.1060,  0.9374,  0.9527, -0.3018, -0.0355,  0.6181, -0.6543, -0.4357, 		0.5275, 0.4725, 0.0000, 
1, 2, 1, 		0.6394,		32.27, 7.822		 0.4310, -0.1347, -0.8923, -0.7429, -0.4963, -0.4491, -0.3173, -0.4084,  0.8559, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.1257,		24.9, 2.286	    	-0.3322,  0.1065,  0.9372, -0.9527,  0.3028,  0.0265, -0.0003,  0.9859,  0.1671, 		0.5285, 0.4715, 0.0000, 
1, 3, 1, 		0.2484,		26.52, 5.25	    	 0.1248,  0.7818, -0.6110, -0.0699, -0.1875,  0.9798, -0.1683,  0.8692,  0.4650, 		0.5639, 0.4361, 0.0000, 
1, 3, 1, 		0.1773,		24.1, 10.74	    	 0.1330,  0.7859, -0.6039, -0.0406, -0.2274,  0.9729,  0.7270, -0.3842, -0.5691, 		0.4998, 0.3873, 0.1129, 
1, 3, 1, 		0.2484,		26.86, 5.272		 0.1243,  0.7827, -0.6098, -0.0700, -0.1873,  0.9798,  0.8926, -0.3000,  0.3366, 		0.5626, 0.4374, 0.0000, 
1, 3, 1, 		0.1327,		15.84, 15.35		-0.0423,  0.8268, -0.5608,  0.0595, -0.1773,  0.9824,  0.4368,  0.5302, -0.7267, 		0.3689, 0.3433, 0.2878, 
1, 3, 1, 		0.1773,		23.5, 10.64	    	 0.1339,  0.7832, -0.6072, -0.0318, -0.2236,  0.9742, -0.7200,  0.3580,  0.5945, 		0.5031, 0.3832, 0.1138, 
1, 3, 1, 		0.2483,		12.78, 5.208		-0.1243, -0.7832,  0.6093, -0.0714, -0.1899,  0.9792, -0.1343, -0.9748,  0.1783, 		0.5621, 0.4379, 0.0000, 
1, 4, 1, 		0.2432,		16.59, 16.48		 0.6519,  0.7289, -0.2088,  0.4240,  0.5153, -0.7448, -0.8598, -0.2133,  0.4640, 		0.3406, 0.3394, 0.3199, 
1, 4, 1, 		0.2382,		16.38, 14.88		-0.5437, -0.4109,  0.7318,  0.5994,  0.7547, -0.2667,  0.9477,  0.1952, -0.2525, 		0.4099, 0.3442, 0.2459, 
1, 4, 1, 		1.0013,		26.39, 7.218		 0.6912,  0.5197, -0.5022, -0.3458, -0.2794,  0.8957,  0.1585, -0.6667,  0.7282, 		1.0000, 0.0000, 0.0000, 
1, 4, 1, 		0.2385,		16.69, 14.46		 0.5479,  0.4594, -0.6991, -0.6095, -0.7701,  0.1882, -0.9440, -0.1752,  0.2796, 		0.4531, 0.3019, 0.2449, 
1, 4, 1, 		0.4949,		22.16, 8.797		 0.6012,  0.3892, -0.6979,  0.7365,  0.6448, -0.2045, -0.1708,  0.7058, -0.6875, 		0.5439, 0.4561, 0.0000, 
1, 4, 1, 		0.4953,		15.57, 8.499		-0.5754, -0.4167,  0.7038, -0.7695, -0.6073,  0.1978,  0.9207,  0.0982, -0.3776, 		0.5442, 0.4558, 0.0000, 
1, 5, 1, 		0.4757,		29.16, 11.69		 0.1310, -0.1792, -0.9751,  0.1988, -0.3036,  0.9318,  0.8813,  0.2810,  0.3798, 		0.5236, 0.4764, 0.0000, 
1, 5, 1, 		0.2243,		17.57, 17.49		-0.1118,  0.2745,  0.9550, -0.1771, -0.3188,  0.9311, -0.3884,  0.1312, -0.9121, 		0.3573, 0.3280, 0.3147, 
1, 5, 1, 		0.2241,		17.39, 17.13		-0.1382,  0.2381,  0.9614, -0.1408, -0.3600,  0.9222,  0.4032, -0.0918,  0.9105, 		0.3773, 0.3178, 0.3049, 
1, 5, 1, 		1.0868,		44.95, 5.409		 0.0146, -0.0410,  0.9991,  0.9601, -0.2510, -0.1236, -0.4695, -0.5961,  0.6513, 		1.0000, 0.0000, 0.0000, 
1, 5, 1, 		0.2257,		17.69, 17.7		    -0.0978,  0.2970,  0.9498,  0.1912,  0.2910, -0.9374, -0.3800,  0.1451, -0.9135, 		0.3416, 0.3363, 0.3221, 
1, 5, 1, 		0.4763,		24.5, 11.86		    -0.1789,  0.2899, -0.9402, -0.1366,  0.2035,  0.9695, -0.2456,  0.7540,  0.6092, 		0.5015, 0.4985, 0.0000, 
1, 6, 1, 		0.2167,		14.36, 9.446		 0.4076,  0.6618,  0.6292,  0.3444,  0.4869, -0.8027,  0.7168,  0.0456,  0.6958, 		0.4387, 0.3885, 0.1728, 
1, 6, 1, 		0.3350,		16.1, 1.323		     0.4666,  0.5891,  0.6597,  0.3366,  0.4837, -0.8079,  0.4739,  0.8782, -0.0643, 		0.5558, 0.4442, 0.0000, 
