1, 1, 1, 		0.1225,		13.0873, 11.1761		 0.7898, -0.5711, -0.2236,  0.4436, -0.0166, -0.8961,  0.1575, -0.5644, -0.8103, 		0.4518, 0.2885, 0.2597, 
1, 1, 1, 		0.1379,		23.3143, 11.3286		 0.7844, -0.5626, -0.2613, -0.3066,  0.2875,  0.9074, -0.2044,  0.7403, -0.6404, 		0.4536, 0.4084, 0.1380, 
1, 1, 1, 		0.2063,		13.8504, 2.5801	    	 0.7781, -0.5785, -0.2447,  0.3150, -0.2461, -0.9166, -0.8150, -0.0120,  0.5793, 		0.5277, 0.4723, 0.0000, 
1, 1, 1, 		0.2062,		12.7418, 2.4899	    	 0.7779, -0.5793, -0.2435,  0.3176, -0.2471, -0.9155, -0.7962,  0.0470,  0.6033, 		0.5279, 0.4721, 0.0000, 
1, 1, 1, 		0.2062,		14.7371, 2.5109	    	 0.7791, -0.5788, -0.2408,  0.3182, -0.2487, -0.9148, -0.8688, -0.0175,  0.4949, 		0.5274, 0.4726, 0.0000, 
1, 1, 1, 		0.2062,		20.5823, 2.5583	    	-0.7783,  0.5788,  0.2436, -0.3162,  0.2461,  0.9162,  0.9595,  0.2751,  0.0604, 		0.5285, 0.4715, 0.0000, 
1, 2, 1, 		0.1192,		9.7594, 2.2260	    	-0.3245,  0.1064,  0.9399,  0.9529, -0.3011, -0.0352, -0.5006, -0.2500,  0.8288, 		0.5272, 0.4728, 0.0000, 
1, 2, 1, 		0.6293,		34.8225, 7.8928	    	 0.4320, -0.1354, -0.8917, -0.8241, -0.4799,  0.3011, -0.7246, -0.3827,  0.5731, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.6979,		34.5170, 10.5719		 0.9338, -0.3100, -0.1788,  0.2624,  0.8580,  0.4415, -0.5697, -0.2713,  0.7758, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.6979,		29.1455, 9.8734		     0.9367, -0.3082, -0.1660, -0.6430, -0.4458,  0.6228,  0.1220, -0.6496, -0.7504, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.6293,		22.6489, 7.8931		    -0.4320,  0.1354,  0.8917,  0.9365, -0.3502,  0.0163, -0.4877, -0.7346,  0.4717, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.6293,		50.4110, 7.8902		    -0.4319,  0.1353,  0.8917, -0.0569, -0.9590,  0.2775, -0.0087,  0.9852,  0.1713, 		1.0000, 0.0000, 0.0000, 
1, 3, 1, 		0.2353,		22.6058, 5.3407		    -0.1242, -0.7817,  0.6112, -0.0678, -0.1845,  0.9805, -0.7257,  0.6068, -0.3243, 		0.5651, 0.4349, 0.0000, 
1, 3, 1, 		0.1276,		16.1082, 15.3408		-0.0207,  0.8255, -0.5640,  0.0703, -0.1767,  0.9818,  0.4452,  0.5028, -0.7409, 		0.3849, 0.3373, 0.2778, 
1, 3, 1, 		0.2353,		11.5117, 5.2744	    	-0.1246, -0.7829,  0.6095, -0.0670, -0.1864,  0.9802,  0.3826,  0.1054, -0.9179, 		0.5641, 0.4359, 0.0000, 
1, 3, 1, 		0.7317,		30.4249, 14.9778		-0.1322, -0.6011,  0.7882, -0.2701,  0.2608, -0.9268, -0.6742,  0.7201, -0.1644, 		1.0000, 0.0000, 0.0000, 
1, 3, 1, 		0.7318,		46.3722, 15.3201		 0.1353,  0.5958, -0.7916, -0.9430,  0.2626,  0.2045, -0.7132, -0.0813,  0.6962, 		1.0000, 0.0000, 0.0000, 
1, 3, 1, 		0.7318,		31.9154, 15.3062		-0.1342, -0.5962,  0.7916, -0.9250, -0.0797,  0.3715, -0.1215, -0.9263,  0.3566, 		1.0000, 0.0000, 0.0000, 
1, 4, 1, 		0.2266,		16.5430, 14.8095		-0.5504, -0.4026,  0.7314,  0.6036,  0.7480, -0.2760, -0.9546, -0.1833,  0.2347, 		0.4101, 0.3544, 0.2355, 
1, 4, 1, 		0.4689,		20.0073, 8.7569		     0.7429,  0.6230, -0.2450, -0.5749, -0.3738,  0.7278,  0.0201,  0.8691, -0.4941, 		0.5027, 0.4973, 0.0000, 
1, 4, 1, 		0.2264,		16.7187, 14.3815		-0.5524, -0.4535,  0.6994,  0.6047,  0.7728, -0.1927,  0.9473,  0.1786, -0.2661, 		0.4574, 0.3011, 0.2416, 
1, 4, 1, 		0.4730,		25.3029, 9.0697		     0.6377,  0.4036, -0.6561,  0.7056,  0.6935, -0.1458,  0.8072,  0.3135,  0.5001, 		0.6085, 0.3915, 0.0000, 
1, 4, 1, 		0.2263,		16.6337, 14.4489		-0.5486, -0.4541,  0.7020,  0.6055,  0.7715, -0.1956,  0.9445,  0.1812, -0.2739, 		0.4523, 0.3031, 0.2446, 
1, 4, 1, 		0.9509,		22.7827, 7.1918		    -0.6895, -0.5220,  0.5021,  0.9197,  0.2775, -0.2776, -0.4986, -0.8447, -0.1948, 		1.0000, 0.0000, 0.0000, 
1, 5, 1, 		1.0289,		35.8709, 5.4922		    -0.0166,  0.0414, -0.9990,  0.4416, -0.4150, -0.7954,  0.3617,  0.8698, -0.3356, 		1.0000, 0.0000, 0.0000, 
1, 5, 1, 		0.2120,		17.5374, 17.3610		-0.1086,  0.2637,  0.9585,  0.1834,  0.3266, -0.9272,  0.3867, -0.1386,  0.9118, 		0.3665, 0.3184, 0.3151, 
1, 5, 1, 		0.2121,		17.3620, 17.0939		-0.1338,  0.2401,  0.9615, -0.1396, -0.3567,  0.9237,  0.4049, -0.0962,  0.9093, 		0.3788, 0.3190, 0.3021, 
