1, 1, 1, 		0.3236,		15.64, 5.312,		 0.5534,  0.8316, -0.0467,  0.4193,  0.7815, -0.4619,  0.6069,  0.7724, -0.1871, 		1.0000, 0.0000, 0.0000, 
1, 1, 1, 		0.3075,		46.34, 5.930,		 0.5718,  0.8202, -0.0191,  0.7557, -0.3883,  0.5274,  0.3593,  0.6140, -0.7028, 		1.0000, 0.0000, 0.0000, 
1, 1, 1, 		0.2032,		36.18, 17.31,		 0.5695,  0.8220,  0.0022,  0.1217, -0.2063,  0.9709, -0.2443, -0.9404, -0.2366, 		0.8494, 0.1506, 0.0000, 
1, 1, 1, 		0.3052,		40.81, 5.827,		 0.5716,  0.8205, -0.0082, -0.1338,  0.9531,  0.2716,  0.7322, -0.1454,  0.6654, 		1.0000, 0.0000, 0.0000, 
1, 1, 1, 		0.1610,		35.72, 14.89,		 0.5426,  0.8399, -0.0115, -0.9732,  0.0613, -0.2214,  0.0106,  0.8949, -0.4462, 		0.8204, 0.1796, 0.0000, 
1, 1, 1, 		0.3044,		50.88, 5.341,		-0.5647, -0.8253,  0.0062,  0.7665, -0.2716,  0.5820, -0.2430,  0.6174,  0.7481, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.1801,		22.09, 14.04,		-0.5242, -0.8447, -0.1083,  0.8167,  0.5269, -0.2353,  0.6061,  0.5773, -0.5471, 		0.6373, 0.3627, 0.0000, 
1, 2, 1, 		0.3131,		29.74, 1.311,		-0.6315, -0.7753,  0.0042,  0.4105,  0.5001, -0.7625, -0.0291, -0.9730,  0.2290, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.3131,		29.14, 1.349,		 0.6324,  0.7747,  0.0001,  0.0425,  0.7342, -0.6776, -0.7425, -0.4807, -0.4666, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.3131,		39.98, 2.093,		 0.6407,  0.7677, -0.0122, -0.1967,  0.6426, -0.7405,  0.2091,  0.6416, -0.7380, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.3324,		17.56, 1.862,		 0.6111,  0.7909, -0.0323,  0.2209,  0.9608,  0.1673,  0.7623,  0.5625, -0.3200, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.3134,		27.77, 1.989,		-0.6403, -0.7681, -0.0076, -0.8686, -0.4014,  0.2907,  0.0556,  0.7790, -0.6245, 		1.0000, 0.0000, 0.0000, 
1, 3, 1, 		0.3115,		24.08, 3.169,		 0.7434,  0.6686, -0.0161,  0.7008,  0.6893,  0.1835,  0.9018, -0.1623, -0.4004, 		1.0000, 0.0000, 0.0000, 
1, 3, 1, 		0.3299,		26.35, 0.6447,		-0.7000, -0.7141, -0.0053,  0.2981,  0.6933, -0.6560, -0.3883, -0.7986, -0.4598, 		1.0000, 0.0000, 0.0000, 
1, 3, 1, 		0.3089,		35.88, 2.440,		 0.7336,  0.6793, -0.0185,  0.5179,  0.7405, -0.4283,  0.0546, -0.3477, -0.9360, 		1.0000, 0.0000, 0.0000, 
1, 3, 1, 		0.1866,		49.74, 14.07,		 0.7296,  0.6838,  0.0003, -0.4201,  0.1163,  0.9000, -0.4854, -0.0033,  0.8743, 		0.8387, 0.1613, 0.0000, 
1, 3, 1, 		0.3089,		25.76, 2.666,		 0.7377,  0.6750, -0.0141,  0.8135,  0.3696,  0.4490,  0.4581,  0.6026, -0.6534, 		1.0000, 0.0000, 0.0000, 
1, 3, 1, 		0.3085,		36.86, 1.754,		-0.7271, -0.6865,  0.0106,  0.0686, -0.5026, -0.8618, -0.9545, -0.1796, -0.2380, 		1.0000, 0.0000, 0.0000, 
1, 4, 1, 		0.3146,		13.90, 1.787,		 0.7809,  0.6240, -0.0290,  0.6923,  0.6316, -0.3490,  0.6087,  0.7468,  0.2679, 		1.0000, 0.0000, 0.0000, 
1, 4, 1, 		0.3127,		38.74, 0.9888,		-0.7836, -0.6212,  0.0078,  0.7126,  0.1187, -0.6914, -0.9082,  0.4185, -0.0029, 		1.0000, 0.0000, 0.0000, 
1, 4, 1, 		0.3314,		20.76, 3.516,		 0.7928,  0.6072, -0.0523,  0.3977,  0.8231, -0.4055,  0.9006,  0.3333,  0.2790, 		1.0000, 0.0000, 0.0000, 
1, 4, 1, 		0.1999,		45.29, 14.90,		 0.7844,  0.6201, -0.0131,  0.2717, -0.3341,  0.9025,  0.9114,  0.0080, -0.4115, 		0.8458, 0.1542, 0.0000, 
1, 4, 1, 		0.3127,		43.87, 1.514,		-0.7816, -0.6233,  0.0233,  0.6453, -0.6853,  0.3376,  0.4070,  0.6415, -0.6503, 		1.0000, 0.0000, 0.0000, 
1, 4, 1, 		0.3127,		24.28, 0.6547,		-0.7789, -0.6271,  0.0083, -0.5362, -0.6504, -0.5381, -0.9827, -0.0439, -0.1797, 		1.0000, 0.0000, 0.0000, 
1, 5, 1, 		0.1898,		43.38, 14.83,		-0.7960, -0.6041,  0.0383, -0.7565,  0.2872, -0.5875,  0.3005,  0.3335, -0.8936, 		0.8063, 0.1937, 0.0000, 
1, 5, 1, 		0.3719,		33.69, 2.407,		 0.8064,  0.5904, -0.0327, -0.5295, -0.1512,  0.8347,  0.3114,  0.8941,  0.3218, 		1.0000, 0.0000, 0.0000, 
