1, 1, 1, 		0.2088,		45.94, 6.345,		-0.5791, -0.8152, -0.0059, -0.4625,  0.8864, -0.0225,  0.3166, -0.4749, -0.8211, 		1.0000, 0.0000, 0.0000, 
1, 1, 1, 		0.2090,		33.76, 6.421,		 0.5802,  0.8145, -0.0067, -0.0848,  0.8637, -0.4968,  0.3774,  0.5194, -0.7667, 		1.0000, 0.0000, 0.0000, 
1, 1, 1, 		0.2247,		45.04, 6.398,		 0.5732,  0.8184,  0.0410,  0.5567, -0.6226, -0.5499, -0.1353,  0.7377, -0.6615, 		1.0000, 0.0000, 0.0000, 
1, 1, 1, 		0.2244,		20.42, 6.323,		 0.5718,  0.8194, -0.0418,  0.8397,  0.5428,  0.0153,  0.2284,  0.8936, -0.3864, 		1.0000, 0.0000, 0.0000, 
1, 1, 1, 		0.1024,		34.77, 11.65,		-0.4886, -0.8700, -0.0667,  0.8143,  0.5204, -0.2570,  0.6948,  0.0288, -0.7186, 		0.7201, 0.2799, 0.0000, 
1, 1, 1, 		0.2065,		19.93, 5.470,		-0.5665, -0.8240, -0.0075, -0.8235, -0.5293,  0.2040, -0.3633, -0.8437,  0.3952, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.2424,		31.21, 2.297,		 0.6395,  0.7685, -0.0228,  0.0739,  0.9054,  0.4180, -0.3299, -0.5437,  0.7717, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.2581,		22.70, 4.262,		 0.6522,  0.7561, -0.0544,  0.1609,  0.8583, -0.4873,  0.8881,  0.4596, -0.0071, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.1103,		34.22, 14.37,		-0.7252, -0.6853, -0.0672,  0.2817,  0.9183, -0.2780,  0.3036,  0.2593, -0.9168, 		0.7095, 0.2905, 0.0000, 
1, 2, 1, 		0.2604,		27.94, 5.514,		-0.6833, -0.7295,  0.0295,  0.6985,  0.1941, -0.6887, -0.8159, -0.5236, -0.2454, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.2400,		30.04, 3.218,		 0.6564,  0.7543, -0.0110,  0.2597,  0.7165, -0.6475,  0.8476,  0.2615, -0.4618, 		1.0000, 0.0000, 0.0000, 
1, 2, 1, 		0.1884,		32.79, 11.93,		-0.6502, -0.7597,  0.0017, -0.2003,  0.1713,  0.9646, -0.6576, -0.7475,  0.0934, 		0.8933, 0.1067, 0.0000, 
1, 3, 1, 		0.1118,		28.02, 13.85,		 0.6140,  0.7892, -0.0147,  0.9575,  0.2880, -0.0142,  0.0289, -0.9635, -0.2662, 		0.6833, 0.3167, 0.0000, 
1, 3, 1, 		0.2510,		44.49, 1.695,		-0.7272, -0.6864,  0.0065, -0.0446,  0.9423, -0.3317,  0.5445, -0.7615, -0.3516, 		1.0000, 0.0000, 0.0000, 
1, 3, 1, 		0.1120,		23.17, 13.73,		 0.6156,  0.7880,  0.0008, -0.9552, -0.2891,  0.0635, -0.8116, -0.3592,  0.4608, 		0.6851, 0.3149, 0.0000, 
1, 3, 1, 		0.1334,		29.71, 14.91,		 0.6566,  0.7189,  0.2281,  0.7529,  0.6033, -0.2632,  0.4484,  0.2753, -0.8504, 		0.5151, 0.4849, 0.0000, 
